dataset,split,metric,proposed_minus_fusion_benefit,ci_low,ci_high,best_classical,proposed_minus_best_classical_benefit,best_ci_low,best_ci_high
ESOL,random,RMSE,0.006335868559503988,-0.01446817567808798,0.02577566748523219,ExtraTrees_desc,0.03639261044221909,-0.03206039148130444,0.08472074313650069
ESOL,scaffold,RMSE,0.06671336492906606,0.0241152430088055,0.115327864271867,ExtraTrees_desc,0.05663879061494441,0.039785127539496125,0.07149264055980464
ESOL,butina,RMSE,0.004975167270194714,-0.009182298855564697,0.021285777752739786,ExtraTrees_desc,0.05913519958204401,0.00037162748295296313,0.11304320402713039
BBBP,random,AUROC,-0.001236714975845521,-0.009494363929146644,0.008051529790660216,RF_Morgan,0.0014299516908212295,-0.014776167471819646,0.017636070853462103
BBBP,scaffold,AUROC,-0.0004536767365077354,-0.004117515399049676,0.004017622492926187,RF_Morgan,0.010683048762829639,-0.003968225546024407,0.020871119635308365
BBBP,butina,AUROC,0.005347322785356945,-0.010897054100311143,0.022296774073777524,ExtraTrees_desc,-0.019791781213965475,-0.03430404612040516,-0.008094253569284126
